Gene stable ID	Transcript stable ID	Gene description	Gene type	Transcript type
WBGene00000420	F56D2.7	Cell death protein 6  [Source:UniProtKB/Swiss-Prot;Acc:O76337]	protein_coding	protein_coding
WBGene00000421	C48B4.4a	ABC transporter ced-7  [Source:UniProtKB/Swiss-Prot;Acc:P34358]	protein_coding	protein_coding
WBGene00000421	C48B4.4b	ABC transporter ced-7  [Source:UniProtKB/Swiss-Prot;Acc:P34358]	protein_coding	protein_coding
WBGene00000421	C48B4.4c	ABC transporter ced-7  [Source:UniProtKB/Swiss-Prot;Acc:P34358]	protein_coding	protein_coding
WBGene00000421	C48B4.4d	ABC transporter ced-7  [Source:UniProtKB/Swiss-Prot;Acc:P34358]	protein_coding	protein_coding
WBGene00000422	F08F1.5	Cell death abnormality protein 8  [Source:UniProtKB/Swiss-Prot;Acc:O17386]	protein_coding	protein_coding
WBGene00000423	T07C4.8	Apoptosis regulator ced-9  [Source:UniProtKB/Swiss-Prot;Acc:P41958]	protein_coding	protein_coding
WBGene00000424	C09G12.8a	Ras-related protein ced-10  [Source:UniProtKB/Swiss-Prot;Acc:Q03206]	protein_coding	protein_coding
WBGene00000424	C09G12.8b	Ras-related protein ced-10  [Source:UniProtKB/Swiss-Prot;Acc:Q03206]	protein_coding	protein_coding
WBGene00000425	ZK512.3		protein_coding	protein_coding
WBGene00000426	Y106G6E.5a	Cell death abnormality protein 12  [Source:UniProtKB/Swiss-Prot;Acc:Q8STE5]	protein_coding	protein_coding
WBGene00000426	Y106G6E.5b	Cell death abnormality protein 12  [Source:UniProtKB/Swiss-Prot;Acc:Q8STE5]	protein_coding	protein_coding
WBGene00000427	R09F10.9		protein_coding	protein_coding
WBGene00000428	F16H11.4	Homeobox protein ceh-1  [Source:RefSeq peptide;Acc:NP_508796]	protein_coding	protein_coding
WBGene00000429	C27A12.5	Homeobox protein ceh-2  [Source:UniProtKB/Swiss-Prot;Acc:G5ECT8]	protein_coding	protein_coding
WBGene00000430	C16C2.1	Homeobox protein ceh-5  [Source:UniProtKB/Swiss-Prot;Acc:P20269]	protein_coding	protein_coding
WBGene00000431	K02B12.1	Homeobox protein ceh-6  [Source:UniProtKB/Swiss-Prot;Acc:P20268]	protein_coding	protein_coding
WBGene00000432	C34C6.8	Homeobox protein ceh-7  [Source:UniProtKB/Swiss-Prot;Acc:P20270]	protein_coding	protein_coding
WBGene00000433	ZK265.4	Homeobox protein ceh-8  [Source:UniProtKB/Swiss-Prot;Acc:Q94398]	protein_coding	protein_coding
WBGene00000434	Y65B4BR.9	Homeobox protein ceh-9  [Source:UniProtKB/Swiss-Prot;Acc:P56407]	protein_coding	protein_coding
WBGene00000435	W03A3.1	Homeobox protein ceh-10  [Source:UniProtKB/Swiss-Prot;Acc:P41935]	protein_coding	protein_coding
WBGene00000436	F33D11.4	Homeobox protein ceh-12  [Source:UniProtKB/Swiss-Prot;Acc:P17487]	protein_coding	protein_coding
WBGene00000437	R13A5.5	Homeobox protein ceh-13  [Source:UniProtKB/Swiss-Prot;Acc:P17488]	protein_coding	protein_coding
WBGene00000438	F46C8.5	Homeobox protein ceh-14  [Source:UniProtKB/Swiss-Prot;Acc:P20271]	protein_coding	protein_coding
WBGene00000439	C13G5.1.1	Homeobox protein engrailed-like ceh-16  [Source:UniProtKB/Swiss-Prot;Acc:P34326]	protein_coding	protein_coding
WBGene00000439	C13G5.1.2	Homeobox protein engrailed-like ceh-16  [Source:UniProtKB/Swiss-Prot;Acc:P34326]	protein_coding	protein_coding
WBGene00000440	D1007.1	C. Elegans Homeobox  [Source:RefSeq peptide;Acc:NP_491393]	protein_coding	protein_coding
WBGene00000441	ZC64.3a	Homeobox protein ceh-18  [Source:UniProtKB/Swiss-Prot;Acc:P41934]	protein_coding	protein_coding
WBGene00000441	ZC64.3b	Homeobox protein ceh-18  [Source:UniProtKB/Swiss-Prot;Acc:P41934]	protein_coding	protein_coding
WBGene00000441	ZC64.3c	Homeobox protein ceh-18  [Source:UniProtKB/Swiss-Prot;Acc:P41934]	protein_coding	protein_coding
WBGene00000442	F20D12.6a	Homeobox protein ceh-19  [Source:UniProtKB/Swiss-Prot;Acc:P26797]	protein_coding	protein_coding
WBGene00000442	F20D12.6b	Homeobox protein ceh-19  [Source:UniProtKB/Swiss-Prot;Acc:P26797]	protein_coding	protein_coding
WBGene00000443	F31E3.1	Homeobox protein ceh-20  [Source:UniProtKB/Swiss-Prot;Acc:P41779]	protein_coding	protein_coding
WBGene00000444	T26C11.6	Homeobox protein ceh-21  [Source:UniProtKB/Swiss-Prot;Acc:Q22811]	protein_coding	protein_coding
WBGene00000445	F29F11.5a	Homeobox protein ceh-22  [Source:UniProtKB/Swiss-Prot;Acc:P41936]	protein_coding	protein_coding
WBGene00000445	F29F11.5b	Homeobox protein ceh-22  [Source:UniProtKB/Swiss-Prot;Acc:P41936]	protein_coding	protein_coding
WBGene00000445	F29F11.5c	Homeobox protein ceh-22  [Source:UniProtKB/Swiss-Prot;Acc:P41936]	protein_coding	protein_coding
WBGene00000446	ZK652.5	Homeobox protein ceh-23  [Source:UniProtKB/Swiss-Prot;Acc:P34663]	protein_coding	protein_coding
WBGene00000447	F55B12.1	Homeobox protein ceh-24  [Source:UniProtKB/Swiss-Prot;Acc:Q9NLC2]	protein_coding	protein_coding
WBGene00000448	K12H4.1	Homeobox protein prospero homolog 1  [Source:UniProtKB/Swiss-Prot;Acc:P34522]	protein_coding	protein_coding
WBGene00000449	F46F3.1a	C. Elegans Homeobox  [Source:RefSeq peptide;Acc:NP_001256348]	protein_coding	protein_coding
WBGene00000449	F46F3.1b	C. Elegans Homeobox  [Source:RefSeq peptide;Acc:NP_001256348]	protein_coding	protein_coding
WBGene00000450	K03A11.3	C. Elegans Homeobox  [Source:RefSeq peptide;Acc:NP_510169]	protein_coding	protein_coding
WBGene00000451	C33D12.7	Homeobox protein ceh-30  [Source:UniProtKB/Swiss-Prot;Acc:Q22909]	protein_coding	protein_coding
WBGene00000452	C33D12.1	Homeobox protein ceh-31  [Source:UniProtKB/Swiss-Prot;Acc:Q22910]	protein_coding	protein_coding
WBGene00000453	W05E10.3	Homeobox protein ceh-32  [Source:UniProtKB/Swiss-Prot;Acc:Q23175]	protein_coding	protein_coding
WBGene00000454	C10G8.7	Homeobox protein ceh-33  [Source:UniProtKB/Swiss-Prot;Acc:Q94166]	protein_coding	protein_coding
WBGene00000455	C10G8.6	Homeobox protein ceh-34  [Source:UniProtKB/Swiss-Prot;Acc:Q94165]	protein_coding	protein_coding
WBGene00000457	C37E2.4	Homeobox protein ceh-36  [Source:UniProtKB/Swiss-Prot;Acc:Q93352]	protein_coding	protein_coding
WBGene00000458	C37E2.5a	Homeobox protein ceh-37  [Source:UniProtKB/Swiss-Prot;Acc:Q93356]	protein_coding	protein_coding
WBGene00000458	C37E2.5b	Homeobox protein ceh-37  [Source:UniProtKB/Swiss-Prot;Acc:Q93356]	protein_coding	protein_coding
WBGene00000458	C37E2.5c	Homeobox protein ceh-37  [Source:UniProtKB/Swiss-Prot;Acc:Q93356]	protein_coding	protein_coding
WBGene00000459	F22D3.1a	Homeobox protein ceh-38  [Source:UniProtKB/Swiss-Prot;Acc:Q19720]	protein_coding	protein_coding
WBGene00000459	F22D3.1b	Homeobox protein ceh-38  [Source:UniProtKB/Swiss-Prot;Acc:Q19720]	protein_coding	protein_coding
WBGene00000460	T26C11.7	Homeobox protein ceh-39  [Source:UniProtKB/Swiss-Prot;Acc:Q22812]	protein_coding	protein_coding
WBGene00000461	F17A2.5	Homeobox protein ceh-40  [Source:UniProtKB/Swiss-Prot;Acc:Q19503]	protein_coding	protein_coding
WBGene00000462	T26C11.5	C. Elegans Homeobox  [Source:RefSeq peptide;Acc:NP_508340]	protein_coding	protein_coding
WBGene00000463	C28A5.4	Homeobox protein ceh-43  [Source:UniProtKB/Swiss-Prot;Acc:Q18273]	protein_coding	protein_coding
WBGene00000464	Y54F10AM.4a	Homeobox protein cut-like ceh-44  [Source:UniProtKB/Swiss-Prot;Acc:Q9BL02]	protein_coding	protein_coding
WBGene00000464	Y54F10AM.4b	Homeobox protein cut-like ceh-44  [Source:UniProtKB/Swiss-Prot;Acc:Q9BL02]	protein_coding	protein_coding
WBGene00000464	Y54F10AM.4c	Homeobox protein cut-like ceh-44  [Source:UniProtKB/Swiss-Prot;Acc:Q9BL02]	protein_coding	protein_coding
WBGene00000465	C07G2.1a	Chondroitin proteoglycan 1  [Source:UniProtKB/Swiss-Prot;Acc:Q17802]	protein_coding	protein_coding
WBGene00000465	C07G2.1b	Chondroitin proteoglycan 1  [Source:UniProtKB/Swiss-Prot;Acc:Q17802]	protein_coding	protein_coding
WBGene00000466	C03D6.3a	mRNA-capping enzyme Polynucleotide 5'-triphosphatase mRNA guanylyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q17607]	protein_coding	protein_coding
WBGene00000466	C03D6.3b	mRNA-capping enzyme Polynucleotide 5'-triphosphatase mRNA guanylyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q17607]	protein_coding	protein_coding
WBGene00000467	F52B5.5a.1	Transcription factor cep-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20646]	protein_coding	protein_coding
WBGene00000467	F52B5.5a.2	Transcription factor cep-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20646]	protein_coding	protein_coding
WBGene00000467	F52B5.5b	Transcription factor cep-1  [Source:UniProtKB/Swiss-Prot;Acc:Q20646]	protein_coding	protein_coding
WBGene00000468	F43G9.11	CEll death Specification  [Source:RefSeq peptide;Acc:NP_492338]	protein_coding	protein_coding
WBGene00000469	ZK909.4	Cell death specification protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q94126]	protein_coding	protein_coding
WBGene00000472	F33A8.3	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_496366]	protein_coding	protein_coding
WBGene00000473	F46F11.2	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_491645]	protein_coding	protein_coding
WBGene00000474	M01E11.5.1	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_491631]	protein_coding	protein_coding
WBGene00000474	M01E11.5.2	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_491631]	protein_coding	protein_coding
WBGene00000475	Y39A1C.3.1	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_499393]	protein_coding	protein_coding
WBGene00000475	Y39A1C.3.2	C. Elegans Y-box  [Source:RefSeq peptide;Acc:NP_499393]	protein_coding	protein_coding
WBGene00000476	T23D8.8	AT-rich interactive domain-containing protein cfi-1  [Source:UniProtKB/Swiss-Prot;Acc:O02326]	protein_coding	protein_coding
WBGene00000477	C18C4.2	Cystic Fibrosis Transmembrane conductance regulator homolog  [Source:RefSeq peptide;Acc:NP_504463]	protein_coding	protein_coding
WBGene00000478	F27E11.3	Caenorhabditis FriZzled homolog  [Source:RefSeq peptide;Acc:NP_503965]	protein_coding	protein_coding
WBGene00000479	C07H6.5	ATP-dependent RNA helicase cgh-1  [Source:UniProtKB/Swiss-Prot;Acc:Q95YF3]	protein_coding	protein_coding
WBGene00000480	Y38C9A.2a.1	GTP-binding protein cgp-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18905]	protein_coding	protein_coding
WBGene00000480	Y38C9A.2a.2	GTP-binding protein cgp-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18905]	protein_coding	protein_coding
WBGene00000480	Y38C9A.2b	GTP-binding protein cgp-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18905]	protein_coding	protein_coding
WBGene00000480	Y38C9A.2c	GTP-binding protein cgp-1  [Source:UniProtKB/Swiss-Prot;Acc:Q18905]	protein_coding	protein_coding
WBGene00000481	ZC416.8b	Choline O-acetyltransferase  [Source:UniProtKB/Swiss-Prot;Acc:P32756]	protein_coding	protein_coding
WBGene00000482	T14G8.1	Chromodomain-helicase-DNA-binding protein 3 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q22516]	protein_coding	protein_coding
WBGene00000483	C55B7.12a	Transcription factor che-1  [Source:UniProtKB/Swiss-Prot;Acc:Q966L8]	protein_coding	protein_coding
WBGene00000483	C55B7.12b	Transcription factor che-1  [Source:UniProtKB/Swiss-Prot;Acc:Q966L8]	protein_coding	protein_coding
WBGene00000484	F38G1.1.1	CHE-2 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EGF0]	protein_coding	protein_coding
WBGene00000484	F38G1.1.2	CHE-2 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EGF0]	protein_coding	protein_coding
WBGene00000485	F18C12.1	Cytoplasmic dynein 2 heavy chain 1  [Source:UniProtKB/Swiss-Prot;Acc:Q19542]	protein_coding	protein_coding
WBGene00000487	C23H5.7		protein_coding	protein_coding
WBGene00000488	F26D11.10	Innexin  [Source:RefSeq peptide;Acc:NP_505050]	protein_coding	protein_coding
WBGene00000490	C27A7.4		protein_coding	protein_coding
WBGene00000491	B0024.8a		protein_coding	protein_coding
WBGene00000491	B0024.8b		protein_coding	protein_coding
WBGene00000491	B0024.8c		protein_coding	protein_coding
WBGene00000491	B0024.8d		protein_coding	protein_coding
WBGene00000492	F59C6.7a	Intraflagellar transport protein che-13  [Source:UniProtKB/Swiss-Prot;Acc:Q93833]	protein_coding	protein_coding
WBGene00000492	F59C6.7b	Intraflagellar transport protein che-13  [Source:UniProtKB/Swiss-Prot;Acc:Q93833]	protein_coding	protein_coding
WBGene00000493	F56H1.1	CHE-14 protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5EEW0]	protein_coding	protein_coding
WBGene00000496	T25G3.2.1	CHitin Synthase  [Source:RefSeq peptide;Acc:NP_492113]	protein_coding	protein_coding
WBGene00000496	T25G3.2.2	CHitin Synthase  [Source:RefSeq peptide;Acc:NP_492113]	protein_coding	protein_coding
WBGene00000497	F48A11.1a	CHitin Synthase  [Source:RefSeq peptide;Acc:NP_493682]	protein_coding	protein_coding
WBGene00000497	F48A11.1b	CHitin Synthase  [Source:RefSeq peptide;Acc:NP_493682]	protein_coding	protein_coding
WBGene00000497	F48A11.1c	CHitin Synthase  [Source:RefSeq peptide;Acc:NP_493682]	protein_coding	protein_coding
WBGene00000498	Y39H10A.7a.1	Serine/threonine-protein kinase chk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Z3]	protein_coding	protein_coding
WBGene00000498	Y39H10A.7a.2	Serine/threonine-protein kinase chk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Z3]	protein_coding	protein_coding
WBGene00000498	Y39H10A.7b.1	Serine/threonine-protein kinase chk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Z3]	protein_coding	protein_coding
WBGene00000498	Y39H10A.7b.2	Serine/threonine-protein kinase chk-1  [Source:UniProtKB/Swiss-Prot;Acc:Q9N3Z3]	protein_coding	protein_coding
WBGene00000499	Y60A3A.12	Serine/threonine-protein kinase chk-2  [Source:UniProtKB/Swiss-Prot;Acc:Q9U1Y5]	protein_coding	protein_coding
WBGene00000500	T09B4.10.1	C-term of Hsp70-iNteracting protein (CHIP family)  [Source:RefSeq peptide;Acc:NP_491781]	protein_coding	protein_coding
WBGene00000500	T09B4.10.2	C-term of Hsp70-iNteracting protein (CHIP family)  [Source:RefSeq peptide;Acc:NP_491781]	protein_coding	protein_coding
WBGene00000501	C48D1.3	High-affinity choline transporter 1  [Source:UniProtKB/Swiss-Prot;Acc:O02228]	protein_coding	protein_coding
WBGene00000502	Y110A7A.13	CHORD Protein  [Source:RefSeq peptide;Acc:NP_491519]	protein_coding	protein_coding
WBGene00000503	C04F6.3	Probable endochitinase  [Source:UniProtKB/Swiss-Prot;Acc:Q11174]	protein_coding	protein_coding
WBGene00000506	H14E04.5	Cyclin-C  [Source:UniProtKB/Swiss-Prot;Acc:Q9TYP2]	protein_coding	protein_coding
WBGene00000507	F44B9.4a	Cyclin-T1.1  [Source:UniProtKB/Swiss-Prot;Acc:P34425]	protein_coding	protein_coding
WBGene00000507	F44B9.4b	Cyclin-T1.1  [Source:UniProtKB/Swiss-Prot;Acc:P34425]	protein_coding	protein_coding
WBGene00000507	F44B9.4c.1	Cyclin-T1.1  [Source:UniProtKB/Swiss-Prot;Acc:P34425]	protein_coding	protein_coding
WBGene00000507	F44B9.4c.2	Cyclin-T1.1  [Source:UniProtKB/Swiss-Prot;Acc:P34425]	protein_coding	protein_coding
WBGene00000508	F44B9.3a	Cyclin-T1.2  [Source:UniProtKB/Swiss-Prot;Acc:P34424]	protein_coding	protein_coding
WBGene00000508	F44B9.3b	Cyclin-T1.2  [Source:UniProtKB/Swiss-Prot;Acc:P34424]	protein_coding	protein_coding
WBGene00000509	C28D4.2a	Choline Kinase A  [Source:RefSeq peptide;Acc:NP_501732]	protein_coding	protein_coding
WBGene00000509	C28D4.2b	Choline Kinase A  [Source:RefSeq peptide;Acc:NP_501732]	protein_coding	protein_coding
WBGene00000509	C28D4.2c	Choline Kinase A  [Source:RefSeq peptide;Acc:NP_501732]	protein_coding	protein_coding
WBGene00000510	C52B9.1a	Choline kinase A2  [Source:UniProtKB/Swiss-Prot;Acc:Q22942]	protein_coding	protein_coding
WBGene00000510	C52B9.1b	Choline kinase A2  [Source:UniProtKB/Swiss-Prot;Acc:Q22942]	protein_coding	protein_coding
WBGene00000511	B0285.8	Choline kinase B1  [Source:UniProtKB/Swiss-Prot;Acc:P46558]	protein_coding	protein_coding
WBGene00000512	B0285.9	Choline kinase B2  [Source:UniProtKB/Swiss-Prot;Acc:P46559]	protein_coding	protein_coding
WBGene00000513	B0285.10	Putative choline kinase B3  [Source:UniProtKB/Swiss-Prot;Acc:P46560]	protein_coding	protein_coding
WBGene00000514	F22F7.5a	Choline Kinase B  [Source:RefSeq peptide;Acc:NP_503573]	protein_coding	protein_coding
WBGene00000514	F22F7.5b	Choline Kinase B  [Source:RefSeq peptide;Acc:NP_503573]	protein_coding	ncRNA
WBGene00000515	T27A10.3a	Choline Kinase C  [Source:RefSeq peptide;Acc:NP_001024929]	protein_coding	protein_coding
WBGene00000515	T27A10.3b	Choline Kinase C  [Source:RefSeq peptide;Acc:NP_001024929]	protein_coding	protein_coding
WBGene00000516	T05A6.1	Cyclin-dependent kinase inhibitor 1  [Source:UniProtKB/Swiss-Prot;Acc:Q22197]	protein_coding	protein_coding
WBGene00000517	T05A6.2a.1	CKI family (Cyclin-dependent Kinase Inhibitor)  [Source:RefSeq peptide;Acc:NP_001022309]	protein_coding	protein_coding
WBGene00000517	T05A6.2a.2	CKI family (Cyclin-dependent Kinase Inhibitor)  [Source:RefSeq peptide;Acc:NP_001022309]	protein_coding	protein_coding
WBGene00000517	T05A6.2b	CKI family (Cyclin-dependent Kinase Inhibitor)  [Source:RefSeq peptide;Acc:NP_001022309]	protein_coding	protein_coding
WBGene00000517	T05A6.2c.1	CKI family (Cyclin-dependent Kinase Inhibitor)  [Source:RefSeq peptide;Acc:NP_001022309]	protein_coding	protein_coding
WBGene00000517	T05A6.2c.2	CKI family (Cyclin-dependent Kinase Inhibitor)  [Source:RefSeq peptide;Acc:NP_001022309]	protein_coding	protein_coding
WBGene00000518	C05H8.1a	CaM Kinase Kinase  [Source:RefSeq peptide;Acc:NP_001021152]	protein_coding	protein_coding
WBGene00000518	C05H8.1b	CaM Kinase Kinase  [Source:RefSeq peptide;Acc:NP_001021152]	protein_coding	protein_coding
WBGene00000519	Y47D3A.4	Caenorhabditis KU  [Source:RefSeq peptide;Acc:NP_499438]	protein_coding	protein_coding
WBGene00000520	R07E5.8.1	ATP-dependent DNA helicase II subunit 2  [Source:RefSeq peptide;Acc:NP_497899]	protein_coding	protein_coding
WBGene00000520	R07E5.8.2	ATP-dependent DNA helicase II subunit 2  [Source:RefSeq peptide;Acc:NP_497899]	protein_coding	protein_coding
WBGene00000521	C15C8.2a	CKY homolog  [Source:RefSeq peptide;Acc:NP_506184]	protein_coding	protein_coding
WBGene00000521	C15C8.2b	CKY homolog  [Source:RefSeq peptide;Acc:NP_506184]	protein_coding	protein_coding
WBGene00000522	C09F12.1.1	CLaudin-like in Caenorhabditis  [Source:RefSeq peptide;Acc:NP_509847]	protein_coding	protein_coding
WBGene00000522	C09F12.1.2	CLaudin-like in Caenorhabditis  [Source:RefSeq peptide;Acc:NP_509847]	protein_coding	protein_coding
WBGene00000523	C01C10.1	Clc-like protein 2  [Source:UniProtKB/Swiss-Prot;Acc:Q11085]	protein_coding	protein_coding
WBGene00000524	ZK563.4a	CLaudin-like in Caenorhabditis  [Source:RefSeq peptide;Acc:NP_001024993]	protein_coding	protein_coding
WBGene00000524	ZK563.4b	CLaudin-like in Caenorhabditis  [Source:RefSeq peptide;Acc:NP_001024993]	protein_coding	protein_coding
WBGene00000525	T05A10.2	CLaudin-like in Caenorhabditis  [Source:RefSeq peptide;Acc:NP_509800]	protein_coding	protein_coding
WBGene00000526	C01C10.4	Clc-like protein 5  [Source:UniProtKB/Swiss-Prot;Acc:Q9NGJ7]	protein_coding	protein_coding
WBGene00000527	C36B1.1a	CoLlagen with Endostatin domain  [Source:RefSeq peptide;Acc:NP_740896]	protein_coding	protein_coding
WBGene00000527	C36B1.1b	CoLlagen with Endostatin domain  [Source:RefSeq peptide;Acc:NP_740896]	protein_coding	protein_coding
WBGene00000527	C36B1.1c	CoLlagen with Endostatin domain  [Source:RefSeq peptide;Acc:NP_740896]	protein_coding	protein_coding
WBGene00000527	C36B1.1d	CoLlagen with Endostatin domain  [Source:RefSeq peptide;Acc:NP_740896]	protein_coding	protein_coding
WBGene00000528	T27D12.2a	Chloride channel protein  [Source:RefSeq peptide;Acc:NP_001022373]	protein_coding	protein_coding
WBGene00000528	T27D12.2b	Chloride channel protein  [Source:RefSeq peptide;Acc:NP_001022373]	protein_coding	protein_coding
WBGene00000529	B0491.8a	Chloride channel protein  [Source:RefSeq peptide;Acc:NP_001021901]	protein_coding	protein_coding
WBGene00000529	B0491.8b	Chloride channel protein  [Source:RefSeq peptide;Acc:NP_001021901]	protein_coding	protein_coding
WBGene00000529	B0491.8c	Chloride channel protein  [Source:RefSeq peptide;Acc:NP_001021901]	protein_coding	protein_coding
WBGene00000530	E04F6.11a	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
WBGene00000530	E04F6.11b	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	ncRNA
WBGene00000530	E04F6.11c	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
WBGene00000530	E04F6.11d	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
WBGene00000530	E04F6.11e	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
WBGene00000530	E04F6.11f	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
WBGene00000530	E04F6.11g	Chloride channel protein clh-3  [Source:UniProtKB/Swiss-Prot;Acc:Q9BMK9]	protein_coding	protein_coding
